,DATE,TIME,OBM,TU,WD,WG,WS,SI
3594,05/30/2014,20:00,67.79,37.31,179.1,4.82,3.91,4.3
3595,05/30/2014,21:00,61.26,40.38,142.7,5.26,4.42,0.48
3596,05/30/2014,22:00,54.92,47.79,112.2,5.04,3.49,0.01
3597,05/30/2014,23:00,53.41,52.58,96.8,10.3,6.75,0.01
3598,05/31/2014,00:00,52.44,55.13,88.2,11.84,8.33,0.0
3599,05/31/2014,01:00,52.48,54.23,69.39,9.21,5.22,0.0
3600,05/31/2014,02:00,53.77,49.77,73.44,15.12,10.95,0.0
3601,05/31/2014,03:00,55.51,47.03,71.46,11.18,7.29,0.0
3602,05/31/2014,04:00,54.01,56.24,85.7,16.22,10.54,0.01
3603,05/31/2014,05:00,53.46,58.63,68.4,13.81,8.8,0.01
3604,05/31/2014,06:00,52.67,61.87,92.6,13.59,9.06,0.23
3605,05/31/2014,07:00,52.89,66.12,78.26,7.45,4.43,2.07
3606,05/31/2014,08:00,49.33,84.5,356.3,14.91,7.84,3.65
3607,05/31/2014,09:00,55.5,71.95,45.02,15.78,9.23,16.18
3608,05/31/2014,10:00,58.65,67.09,51.11,15.56,10.01,61.14
3609,05/31/2014,11:00,62.87,50.81,45.69,12.06,7.52,36.73
3610,05/31/2014,12:00,66.77,42.69,0.54,8.99,4.55,73.68
3611,05/31/2014,13:00,68.12,38.06,303.1,14.47,8.27,55.3
3612,05/31/2014,14:00,66.54,37.08,280.6,14.25,9.49,22.19
3613,05/31/2014,15:00,68.33,32.88,323.9,17.32,10.62,45.48
3614,05/31/2014,16:00,67.78,30.64,261.1,18.85,12.07,39.36
3615,05/31/2014,17:00,68.47,29.25,255.8,10.52,6.58,42.27
3616,05/31/2014,18:00,66.8,33.05,213.8,7.89,5.31,20.92
3617,05/31/2014,19:00,65.7,41.7,203.6,4.82,3.5,13.16
3618,05/31/2014,20:00,60.92,45.93,154.8,15.34,10.24,5.99
3619,05/31/2014,21:00,59.57,45.38,121.5,7.89,5.25,0.67
3620,05/31/2014,22:00,55.11,60.38,81.9,14.91,9.78,0.01
3621,05/31/2014,23:00,52.7,66.42,73.48,10.3,6.71,0.01
3622,06/01/2014,00:00,49.83,65.98,85.6,7.01,4.84,0.0
3623,06/01/2014,01:00,49.35,68.02,119.9,10.52,6.1,0.0
3624,06/01/2014,02:00,49.76,69.15,74.63,14.25,8.59,0.0
3625,06/01/2014,03:00,46.06,74.34,188.5,6.58,3.02,0.01
3626,06/01/2014,04:00,48.83,61.09,253.6,7.67,3.97,0.01
3627,06/01/2014,05:00,44.45,70.35,209.7,7.45,5.5,0.01
3628,06/01/2014,06:00,43.5,78.97,150.0,9.21,5.15,0.33
3629,06/01/2014,07:00,45.07,81.3,275.0,10.74,6.22,9.3
3630,06/01/2014,08:00,48.86,78.48,18.43,11.4,6.78,15.47
3631,06/01/2014,09:00,52.13,60.94,127.5,5.26,3.22,16.7
3632,06/01/2014,10:00,55.25,61.37,320.6,10.52,6.91,57.39
3633,06/01/2014,11:00,57.04,55.37,262.6,13.15,6.57,61.6
3634,06/01/2014,12:00,59.96,47.83,248.0,12.93,6.61,73.78
3635,06/01/2014,13:00,60.69,48.08,256.8,11.84,6.42,75.37
3636,06/01/2014,14:00,61.49,45.2,241.4,8.99,3.66,52.14
3637,06/01/2014,15:00,63.32,40.7,197.5,9.21,4.49,52.13
3638,06/01/2014,16:00,63.63,38.05,286.2,8.99,3.62,31.13
3639,06/01/2014,17:00,65.7,35.19,263.9,12.71,7.4,49.5
3640,06/01/2014,18:00,63.41,38.98,333.0,8.99,2.94,14.26
3641,06/01/2014,19:00,61.34,45.92,25.98,22.58,11.19,10.83
3642,06/01/2014,20:00,58.4,51.74,89.0,12.71,8.36,3.29
3643,06/01/2014,21:00,57.04,50.25,84.3,14.69,7.32,1.02
3644,06/01/2014,22:00,50.43,65.35,90.1,8.55,6.22,0.01
3645,06/01/2014,23:00,50.45,66.84,79.18,8.55,5.4,0.0
3646,06/02/2014,00:00,50.84,76.79,34.55,17.76,11.55,0.0
3647,06/02/2014,01:00,50.3,71.71,100.7,11.62,7.85,0.0
3648,06/02/2014,02:00,47.65,72.71,107.1,12.49,8.75,0.01
3649,06/02/2014,03:00,47.33,79.0,59.21,12.49,8.59,0.01
3650,06/02/2014,04:00,44.16,85.5,121.6,7.45,5.25,0.01
3651,06/02/2014,05:00,42.6,81.2,89.2,10.52,7.17,0.01
3652,06/02/2014,06:00,40.65,83.7,94.8,9.64,6.57,0.73
3653,06/02/2014,07:00,44.08,78.85,84.4,10.52,7.65,12.44
3654,06/02/2014,08:00,51.28,61.56,86.2,12.06,8.34,27.69
3655,06/02/2014,09:00,57.34,48.29,87.6,11.18,7.46,43.51
3656,06/02/2014,10:00,63.6,36.75,356.5,5.7,2.88,57.87
3657,06/02/2014,11:00,65.45,34.06,288.0,9.64,5.01,69.86
3658,06/02/2014,12:00,67.47,31.01,275.4,11.62,5.25,78.5
3659,06/02/2014,13:00,69.17,29.33,257.7,15.34,7.07,83.1
3660,06/02/2014,14:00,71.14,28.34,268.1,19.51,7.02,82.9
3661,06/02/2014,15:00,72.84,28.55,251.4,17.76,7.89,79.22
3662,06/02/2014,16:00,73.69,24.6,231.2,22.8,10.86,71.19
3663,06/02/2014,17:00,74.58,20.65,264.9,19.07,9.16,59.66
3664,06/02/2014,18:00,74.35,20.37,260.7,14.03,8.18,45.36
3665,06/02/2014,19:00,74.18,21.81,272.2,10.3,3.97,29.47
3666,06/02/2014,20:00,73.67,21.29,110.5,2.41,1.21,12.71
3667,06/02/2014,21:00,63.12,35.6,88.3,6.58,3.42,0.53
3668,06/02/2014,22:00,58.08,41.58,101.2,8.33,5.57,0.01
3669,06/02/2014,23:00,54.62,48.98,82.8,7.89,5.29,0.01
3670,06/03/2014,00:00,57.78,40.19,44.41,10.74,6.0,0.01
3671,06/03/2014,01:00,52.79,49.93,100.1,8.77,6.56,0.0
3672,06/03/2014,02:00,53.89,44.21,107.8,13.59,8.69,0.0
3673,06/03/2014,03:00,55.05,40.72,101.1,16.66,11.94,0.0
3674,06/03/2014,04:00,52.57,46.17,94.7,13.59,9.72,0.0
3675,06/03/2014,05:00,52.42,46.67,82.4,14.91,7.79,0.0
3676,06/03/2014,06:00,47.28,57.21,113.9,8.77,5.84,0.77
3677,06/03/2014,07:00,53.0,48.4,75.02,9.86,7.03,6.28
3678,06/03/2014,08:00,53.24,54.79,245.2,13.37,8.3,9.94
3679,06/03/2014,09:00,54.61,58.09,237.6,17.1,10.68,25.2
3680,06/03/2014,10:00,56.15,54.09,161.3,7.23,2.75,26.97
3681,06/03/2014,11:00,58.99,49.45,167.8,9.64,5.08,24.82
3682,06/03/2014,12:00,66.49,35.42,108.5,8.99,5.47,59.82
3683,06/03/2014,13:00,69.95,35.73,236.6,16.88,9.82,82.5
3684,06/03/2014,14:00,72.69,26.0,224.6,21.92,14.54,83.3
3685,06/03/2014,15:00,70.61,36.47,250.8,22.14,15.15,38.16
3686,06/03/2014,16:00,62.1,45.47,12.36,26.08,15.27,15.48
3687,06/03/2014,17:00,60.97,50.02,98.7,17.54,9.32,35.35
3688,06/03/2014,18:00,65.91,44.2,64.6,22.36,15.13,46.96
3689,06/03/2014,19:00,66.36,43.59,98.9,16.44,10.75,36.98
3690,06/03/2014,20:00,62.71,49.68,139.0,13.59,8.28,2.66
3691,06/03/2014,21:00,59.62,51.54,93.2,14.25,8.23,0.41
3692,06/03/2014,22:00,56.11,61.2,108.6,12.06,7.75,0.01
3693,06/03/2014,23:00,54.32,59.68,97.9,14.69,9.33,0.01
3694,06/04/2014,00:00,49.76,68.7,97.5,5.04,2.44,0.0
3695,06/04/2014,01:00,47.27,78.59,114.5,9.21,5.93,0.01
3696,06/04/2014,02:00,44.54,83.8,80.9,6.14,3.28,0.01
3697,06/04/2014,03:00,42.94,86.8,108.4,5.92,4.39,0.01
3698,06/04/2014,04:00,42.43,87.3,90.2,8.77,5.37,0.01
3699,06/04/2014,05:00,40.24,87.9,76.36,8.99,5.69,0.01
3700,06/04/2014,06:00,39.28,88.1,109.9,7.89,5.21,0.84
3701,06/04/2014,07:00,43.92,77.0,95.7,11.84,6.32,12.09
3702,06/04/2014,08:00,50.62,70.11,74.8,7.45,5.29,16.94
3703,06/04/2014,09:00,57.06,52.77,93.0,7.23,4.98,32.79
3704,06/04/2014,10:00,59.78,48.15,250.1,6.58,2.27,41.47
3705,06/04/2014,11:00,62.53,42.8,240.2,10.3,4.99,60.93
3706,06/04/2014,12:00,65.68,40.32,225.7,13.81,5.0,78.57
3707,06/04/2014,13:00,68.57,36.29,237.9,21.48,11.49,84.9
3708,06/04/2014,14:00,62.12,40.66,356.6,23.24,12.15,15.73
3709,06/04/2014,15:00,56.99,52.38,46.43,19.73,14.03,22.66
3710,06/04/2014,16:00,66.86,30.59,100.6,11.4,5.82,62.49
3711,06/04/2014,17:00,67.83,30.94,127.9,19.29,10.58,56.59
3712,06/04/2014,18:00,69.66,26.72,84.5,11.4,6.05,45.42
3713,06/04/2014,19:00,68.04,35.11,135.1,12.71,7.66,29.88
3714,06/04/2014,20:00,66.59,38.94,131.3,7.67,5.07,14.54
3715,06/04/2014,21:00,59.58,51.87,138.5,8.77,5.19,1.4
3716,06/04/2014,22:00,54.29,56.6,133.1,8.11,5.39,0.01
3717,06/04/2014,23:00,48.92,68.48,63.96,7.45,5.92,0.01
3718,06/05/2014,00:00,49.28,65.36,97.6,11.18,7.11,0.0
3719,06/05/2014,01:00,45.31,73.73,87.8,9.86,6.66,0.0
3720,06/05/2014,02:00,43.34,76.46,88.0,9.64,6.01,0.01
3721,06/05/2014,03:00,41.98,74.77,91.5,10.74,7.14,0.01
3722,06/05/2014,04:00,41.03,75.25,92.6,12.49,7.55,0.01
3723,06/05/2014,05:00,39.94,78.63,99.9,12.71,8.39,0.01
3724,06/05/2014,06:00,37.7,78.47,110.1,11.18,6.44,0.76
3725,06/05/2014,07:00,42.77,73.02,117.3,8.99,5.45,13.37
3726,06/05/2014,08:00,50.66,55.82,97.1,13.81,9.52,28.58
3727,06/05/2014,09:00,59.78,39.97,106.6,7.89,5.38,44.25
3728,06/05/2014,10:00,64.21,28.43,220.4,15.34,9.28,58.54
3729,06/05/2014,11:00,64.92,29.27,252.9,13.15,7.0,70.29
3730,06/05/2014,12:00,66.85,30.68,234.4,19.95,11.39,78.95
3731,06/05/2014,13:00,69.13,29.29,238.4,22.58,15.16,84.3
3732,06/05/2014,14:00,71.41,27.66,253.0,22.36,12.81,84.6
3733,06/05/2014,15:00,72.75,25.69,222.9,21.92,12.0,80.0
3734,06/05/2014,16:00,73.7,23.71,212.5,21.48,13.6,73.29
3735,06/05/2014,17:00,74.42,21.46,204.9,18.85,11.32,59.75
3736,06/05/2014,18:00,74.0,20.0,211.6,27.62,16.74,45.04
3737,06/05/2014,19:00,72.11,21.47,212.6,31.78,17.62,26.05
3738,06/05/2014,20:00,68.46,21.97,207.2,24.55,15.38,4.2
3739,06/05/2014,21:00,65.85,22.06,197.2,19.07,12.44,1.26
3740,06/05/2014,22:00,64.04,19.57,189.3,18.85,12.9,0.01
3741,06/05/2014,23:00,62.65,18.59,181.3,19.95,12.88,0.01
3742,06/06/2014,00:00,60.34,20.5,230.3,15.78,8.23,0.01
3743,06/06/2014,01:00,54.02,33.48,353.5,4.38,1.55,0.01
3744,06/06/2014,02:00,47.74,43.69,128.9,5.7,3.1,0.01
3745,06/06/2014,03:00,43.22,56.39,92.1,4.82,3.13,0.0
3746,06/06/2014,04:00,40.87,64.95,86.2,4.17,3.37,0.01
3747,06/06/2014,05:00,37.3,70.71,106.4,5.92,4.5,0.01
3748,06/06/2014,06:00,36.67,73.2,97.5,6.79,4.2,0.91
3749,06/06/2014,07:00,41.95,61.16,112.2,7.45,4.62,13.78
3750,06/06/2014,08:00,50.39,61.07,84.7,9.43,6.4,28.92
3751,06/06/2014,09:00,56.74,44.67,80.1,7.89,5.14,44.66
3752,06/06/2014,10:00,60.66,33.22,262.1,5.7,2.21,58.98
3753,06/06/2014,11:00,63.9,33.77,241.3,12.06,6.8,70.83
3754,06/06/2014,12:00,66.46,34.14,242.1,15.56,10.29,79.62
3755,06/06/2014,13:00,68.83,29.44,229.6,20.39,12.17,79.5
3756,06/06/2014,14:00,70.78,25.34,253.5,18.63,9.55,84.7
3757,06/06/2014,15:00,72.25,19.64,254.9,16.66,8.73,79.59
3758,06/06/2014,16:00,69.52,24.85,238.7,14.47,7.36,36.06
3759,06/06/2014,17:00,71.51,26.16,239.2,18.63,9.9,51.52
3760,06/06/2014,18:00,64.55,35.67,42.78,21.92,13.35,16.92
3761,06/06/2014,19:00,65.02,40.77,73.99,18.41,9.35,32.55
3762,06/06/2014,20:00,64.64,40.35,55.25,15.34,10.03,16.82
3763,06/06/2014,21:00,57.91,55.66,39.45,10.08,6.7,0.8
3764,06/06/2014,22:00,54.53,56.36,90.9,8.99,6.29,0.01
3765,06/06/2014,23:00,50.98,64.3,66.68,7.23,4.92,0.01
3766,06/07/2014,00:00,47.22,72.81,88.4,7.45,3.88,0.0
3767,06/07/2014,01:00,44.7,77.66,105.2,6.14,4.35,0.0
3768,06/07/2014,02:00,44.07,78.23,95.7,5.7,4.2,0.01
3769,06/07/2014,03:00,41.38,82.8,102.1,5.26,3.79,0.01
3770,06/07/2014,04:00,41.36,83.8,112.6,5.92,4.0,0.01
3771,06/07/2014,05:00,39.94,86.9,117.9,6.36,4.46,0.01
3772,06/07/2014,06:00,39.37,87.6,103.1,8.33,5.75,1.15
3773,06/07/2014,07:00,43.3,77.7,101.5,8.55,5.69,12.83
3774,06/07/2014,08:00,50.8,67.11,84.5,8.77,6.54,27.98
3775,06/07/2014,09:00,56.25,56.64,60.26,10.08,5.71,43.28
3776,06/07/2014,10:00,60.06,48.57,58.18,9.21,4.8,57.56
3777,06/07/2014,11:00,64.51,41.89,59.61,6.58,3.27,69.75
3778,06/07/2014,12:00,66.09,34.77,219.2,10.3,3.04,78.45
3779,06/07/2014,13:00,68.8,27.25,198.0,10.3,4.04,83.7
3780,06/07/2014,14:00,70.57,26.85,189.2,10.74,4.32,86.8
3781,06/07/2014,15:00,71.01,24.87,321.4,9.86,3.81,79.37
3782,06/07/2014,16:00,72.21,26.35,350.7,8.77,4.16,65.82
3783,06/07/2014,17:00,69.02,29.93,259.8,8.77,5.36,32.59
3784,06/07/2014,18:00,66.71,43.0,210.2,7.01,4.79,18.92
3785,06/07/2014,19:00,70.18,30.18,201.4,5.04,3.06,38.22
3786,06/07/2014,20:00,62.8,47.92,262.9,5.48,3.78,2.75
3787,06/07/2014,21:00,60.0,48.37,297.1,27.18,16.84,0.07
3788,06/07/2014,22:00,55.22,61.33,345.5,21.26,13.54,0.01
3789,06/07/2014,23:00,53.43,66.55,355.2,13.59,7.93,0.01
3790,06/08/2014,00:00,50.41,78.35,39.64,20.39,12.55,0.01
3791,06/08/2014,01:00,48.76,80.5,41.07,23.24,14.77,0.0
3792,06/08/2014,02:00,48.08,79.26,35.49,17.54,11.71,0.0
3793,06/08/2014,03:00,46.79,87.2,91.1,12.06,7.85,0.01
3794,06/08/2014,04:00,45.49,87.1,60.26,10.74,6.25,0.01
3795,06/08/2014,05:00,44.64,83.0,76.87,12.28,8.48,0.01
3796,06/08/2014,06:00,41.79,89.3,55.47,5.7,3.52,0.63
3797,06/08/2014,07:00,44.45,86.7,112.9,5.92,3.46,13.7
3798,06/08/2014,08:00,51.39,67.94,41.01,12.49,8.54,28.39
3799,06/08/2014,09:00,54.5,60.51,53.12,12.93,8.56,43.72
3800,06/08/2014,10:00,57.89,52.7,61.31,12.71,6.21,58.07
3801,06/08/2014,11:00,60.78,43.86,11.33,13.81,6.9,73.47
3802,06/08/2014,12:00,63.21,35.21,35.72,14.25,7.8,78.7
3803,06/08/2014,13:00,64.38,33.66,234.0,12.49,4.58,80.9
3804,06/08/2014,14:00,66.0,32.09,333.2,9.43,3.76,90.0
3805,06/08/2014,15:00,65.36,33.62,323.9,11.18,5.6,33.61
3806,06/08/2014,16:00,68.25,27.34,59.55,10.52,5.6,79.51
3807,06/08/2014,17:00,68.53,28.43,63.58,12.71,8.03,62.74
3808,06/08/2014,18:00,69.29,25.89,7.11,11.62,6.1,46.82
3809,06/08/2014,19:00,68.6,25.04,48.1,10.08,5.93,30.62
3810,06/08/2014,20:00,66.25,30.24,47.45,6.14,3.56,14.98
3811,06/08/2014,21:00,59.23,44.92,133.7,6.14,4.43,0.84
3812,06/08/2014,22:00,54.56,49.49,146.9,8.77,5.27,0.01
3813,06/08/2014,23:00,48.75,65.89,87.0,7.01,5.34,0.01
3814,06/09/2014,00:00,44.81,74.92,88.0,5.92,3.78,0.01
3815,06/09/2014,01:00,43.45,77.97,71.94,7.89,5.23,0.01
3816,06/09/2014,02:00,42.03,80.7,61.58,7.89,5.34,0.01
3817,06/09/2014,03:00,41.95,77.82,78.0,9.86,6.12,0.01
3818,06/09/2014,04:00,40.95,80.4,76.1,10.08,6.67,0.01
3819,06/09/2014,05:00,40.32,80.0,80.8,9.64,6.61,0.01
3820,06/09/2014,06:00,40.23,79.45,90.2,10.3,6.92,0.92
3821,06/09/2014,07:00,45.67,65.06,100.4,11.62,8.09,12.75
3822,06/09/2014,08:00,52.49,55.24,83.3,11.4,8.25,28.04
3823,06/09/2014,09:00,59.74,39.29,349.3,4.6,1.99,43.69
3824,06/09/2014,10:00,62.1,42.23,270.7,7.89,4.48,57.79
3825,06/09/2014,11:00,65.43,40.72,243.0,18.19,9.28,70.09
3826,06/09/2014,12:00,67.68,38.3,235.7,20.6,13.29,79.03
3827,06/09/2014,13:00,69.21,31.72,231.6,23.24,15.1,84.7
3828,06/09/2014,14:00,70.79,30.28,232.9,24.11,14.5,84.7
3829,06/09/2014,15:00,72.27,27.6,226.5,25.65,15.85,80.1
3830,06/09/2014,16:00,73.53,26.37,218.3,28.5,15.8,71.7
3831,06/09/2014,17:00,74.12,24.27,214.5,23.89,15.23,60.25
3832,06/09/2014,18:00,73.81,22.77,215.6,22.14,14.32,42.28
3833,06/09/2014,19:00,72.66,26.45,216.3,21.26,13.13,26.46
3834,06/09/2014,20:00,69.36,29.33,204.5,15.56,10.18,10.59
3835,06/09/2014,21:00,65.69,30.84,190.1,13.81,9.33,0.82
3836,06/09/2014,22:00,65.29,28.36,192.2,19.95,11.94,0.01
3837,06/09/2014,23:00,64.15,28.6,279.1,17.1,6.12,0.01
3838,06/10/2014,00:00,56.8,41.04,92.4,3.73,1.37,0.01
3839,06/10/2014,01:00,54.79,45.51,235.8,5.04,2.34,0.01
3840,06/10/2014,02:00,46.95,65.47,120.6,5.26,3.45,0.0
3841,06/10/2014,03:00,45.27,67.89,96.6,5.26,3.54,0.01
3842,06/10/2014,04:00,45.63,67.08,99.6,5.48,2.75,0.01
3843,06/10/2014,05:00,44.59,69.58,106.9,8.99,5.54,0.01
3844,06/10/2014,06:00,42.69,74.05,83.2,7.67,5.18,1.35
3845,06/10/2014,07:00,47.07,66.94,96.0,9.86,6.72,10.22
3846,06/10/2014,08:00,52.26,59.28,89.9,10.74,7.22,23.95
3847,06/10/2014,09:00,60.33,50.45,75.7,9.21,6.16,44.99
3848,06/10/2014,10:00,65.37,38.97,165.5,3.07,1.35,42.23
3849,06/10/2014,11:00,65.7,40.64,237.6,14.25,7.82,48.93
3850,06/10/2014,12:00,66.55,46.02,240.6,23.89,14.35,43.22
3851,06/10/2014,13:00,65.22,45.53,237.4,21.04,12.8,19.11
3852,06/10/2014,14:00,65.26,49.81,213.0,16.22,8.89,53.68
3853,06/10/2014,15:00,64.35,59.09,288.4,17.76,4.62,17.16
3854,06/10/2014,16:00,69.94,48.89,232.8,15.34,7.44,56.87
3855,06/10/2014,17:00,72.78,32.74,210.0,37.04,24.3,154.3
3856,06/10/2014,18:00,72.34,27.15,212.4,35.07,22.45,36.62
3857,06/10/2014,19:00,70.68,26.7,211.8,33.98,21.82,29.2
3858,06/10/2014,20:00,67.41,26.05,205.1,27.62,17.57,13.27
3859,06/10/2014,21:00,64.77,23.01,204.8,28.06,18.24,1.53
3860,06/10/2014,22:00,60.94,27.52,232.8,29.15,15.65,0.0
3861,06/10/2014,23:00,56.35,37.94,242.7,12.28,6.89,0.0
3862,06/11/2014,00:00,53.29,44.58,240.6,9.21,6.39,0.01
3863,06/11/2014,01:00,48.21,59.18,241.1,6.58,3.15,0.01
3864,06/11/2014,02:00,53.75,42.36,12.83,10.52,2.88,0.0
3865,06/11/2014,03:00,52.36,48.75,20.78,5.04,1.47,0.0
3866,06/11/2014,04:00,44.22,70.33,65.13,7.67,3.98,0.0
3867,06/11/2014,05:00,45.4,67.96,100.3,2.41,0.66,0.01
3868,06/11/2014,06:00,39.05,85.6,125.1,3.73,3.04,1.11
3869,06/11/2014,07:00,42.35,79.36,111.0,4.6,2.78,13.3
3870,06/11/2014,08:00,50.04,62.58,102.2,6.58,4.29,28.97
3871,06/11/2014,09:00,56.23,51.83,62.65,8.77,4.62,44.98
3872,06/11/2014,10:00,60.02,40.02,61.29,8.11,3.44,59.74
3873,06/11/2014,11:00,61.78,34.87,151.1,6.58,2.88,72.1
3874,06/11/2014,12:00,62.67,33.17,292.9,8.99,3.66,81.5
3875,06/11/2014,13:00,64.52,31.23,284.5,7.45,3.13,85.6
3876,06/11/2014,14:00,65.98,29.7,169.9,11.18,4.36,84.8
3877,06/11/2014,15:00,68.75,25.68,6.23,5.7,2.66,78.39
3878,06/11/2014,16:00,68.59,28.33,272.0,11.18,4.27,72.24
3879,06/11/2014,17:00,69.02,30.74,239.6,11.62,5.31,60.88
3880,06/11/2014,18:00,68.96,27.42,184.0,10.3,5.03,44.31
3881,06/11/2014,19:00,70.02,25.19,282.8,5.48,2.09,29.93
3882,06/11/2014,20:00,66.38,35.09,164.9,6.14,4.14,13.61
3883,06/11/2014,21:00,58.5,51.91,170.2,5.7,4.42,1.16
3884,06/11/2014,22:00,53.01,54.98,134.0,4.6,3.59,0.0
3885,06/11/2014,23:00,47.72,69.73,90.0,7.45,4.77,0.01
3886,06/12/2014,00:00,45.97,72.41,82.0,10.96,7.34,0.01
3887,06/12/2014,01:00,45.1,75.15,92.7,7.01,4.26,0.01
3888,06/12/2014,02:00,43.78,72.66,70.17,11.18,8.28,0.0
3889,06/12/2014,03:00,43.11,74.0,96.3,9.64,6.14,0.0
3890,06/12/2014,04:00,42.12,70.54,78.69,9.64,6.85,0.01
3891,06/12/2014,05:00,41.51,73.69,95.4,12.49,7.67,0.01
3892,06/12/2014,06:00,40.85,80.1,88.4,12.06,7.64,0.75
3893,06/12/2014,07:00,44.64,74.1,89.2,9.86,6.53,13.41
3894,06/12/2014,08:00,53.78,60.58,74.97,11.62,7.66,27.51
3895,06/12/2014,09:00,61.36,44.31,95.0,12.06,8.1,44.82
3896,06/12/2014,10:00,67.12,38.28,58.62,10.08,6.09,59.28
3897,06/12/2014,11:00,71.32,27.1,342.6,7.45,3.62,66.51
3898,06/12/2014,12:00,72.55,23.39,230.2,8.11,3.68,80.3
3899,06/12/2014,13:00,75.79,24.43,223.0,11.84,4.35,87.3
3900,06/12/2014,14:00,76.41,31.47,224.9,19.07,10.98,84.8
3901,06/12/2014,15:00,75.43,34.97,243.4,14.25,8.16,65.73
3902,06/12/2014,16:00,75.83,32.09,223.4,22.14,11.94,48.04
3903,06/12/2014,17:00,75.52,31.89,228.2,13.81,8.49,40.93
3904,06/12/2014,18:00,74.86,31.39,241.3,13.81,7.77,27.1
3905,06/12/2014,19:00,72.33,44.88,219.8,6.14,3.45,16.71
3906,06/12/2014,20:00,70.81,48.17,181.3,5.7,4.36,13.31
3907,06/12/2014,21:00,67.23,45.12,164.7,6.58,5.11,0.63
3908,06/12/2014,22:00,70.57,28.74,197.5,18.85,10.62,0.0
3909,06/12/2014,23:00,68.57,31.82,192.9,24.99,14.89,0.0
3910,06/13/2014,00:00,64.09,42.56,152.9,25.65,14.96,0.0
3911,06/13/2014,01:00,62.59,43.03,187.5,17.76,8.51,0.0
3912,06/13/2014,02:00,66.32,35.88,186.0,21.26,13.93,0.0
3913,06/13/2014,03:00,63.65,39.83,180.9,18.19,11.06,0.01
3914,06/13/2014,04:00,64.58,40.77,198.4,22.14,13.8,0.01
3915,06/13/2014,05:00,63.62,34.5,208.2,25.65,16.03,0.01
3916,06/13/2014,06:00,60.85,37.69,213.0,24.11,16.21,0.15
3917,06/13/2014,07:00,57.93,39.11,216.3,26.74,16.74,5.21
3918,06/13/2014,08:00,57.57,44.41,222.0,28.72,18.03,11.18
3919,06/13/2014,09:00,57.0,44.95,212.0,27.84,17.9,20.75
3920,06/13/2014,10:00,61.79,43.17,223.0,29.59,17.97,60.62
3921,06/13/2014,11:00,63.64,37.25,220.5,30.47,19.97,72.96
3922,06/13/2014,12:00,63.87,35.24,215.7,32.44,20.19,80.9
3923,06/13/2014,13:00,64.79,38.06,215.0,32.44,20.53,75.52
3924,06/13/2014,14:00,65.55,32.06,224.2,33.98,20.5,85.1
3925,06/13/2014,15:00,65.24,31.58,231.2,33.32,21.64,77.01
3926,06/13/2014,16:00,65.22,27.86,227.6,37.04,22.02,72.71
3927,06/13/2014,17:00,65.26,24.0,235.2,34.63,22.5,59.93
3928,06/13/2014,18:00,64.73,25.06,233.2,32.44,20.63,44.59
3929,06/13/2014,19:00,63.52,26.37,227.3,31.13,18.52,30.41
3930,06/13/2014,20:00,61.56,27.37,239.8,25.87,15.37,17.12
3931,06/13/2014,21:00,57.97,31.63,228.1,22.36,12.28,2.06
3932,06/13/2014,22:00,53.4,42.05,207.4,15.34,9.28,0.01
3933,06/13/2014,23:00,49.08,56.03,173.9,4.82,1.71,0.0
3934,06/14/2014,00:00,51.37,40.93,208.0,18.85,12.67,0.01
3935,06/14/2014,01:00,50.05,42.64,214.6,28.5,18.06,0.01
3936,06/14/2014,02:00,46.43,57.18,243.5,22.14,13.62,0.01
3937,06/14/2014,03:00,42.71,76.79,261.3,7.89,4.97,0.01
3938,06/14/2014,04:00,40.83,83.8,244.4,5.48,2.75,0.0
3939,06/14/2014,05:00,39.56,85.0,230.8,5.92,3.37,0.01
3940,06/14/2014,06:00,40.98,80.6,221.5,8.99,5.63,0.34
3941,06/14/2014,07:00,42.19,78.65,241.0,14.69,8.29,4.64
3942,06/14/2014,08:00,42.93,79.59,242.8,15.34,9.51,5.99
3943,06/14/2014,09:00,42.94,81.4,241.3,15.12,9.63,12.68
3944,06/14/2014,10:00,46.72,69.88,215.4,15.12,10.02,59.59
3945,06/14/2014,11:00,49.55,59.02,235.8,14.25,8.43,72.8
3946,06/14/2014,12:00,52.53,54.16,240.3,17.1,8.77,92.1
3947,06/14/2014,13:00,50.25,56.57,251.9,22.8,12.13,21.58
3948,06/14/2014,14:00,54.7,49.25,238.7,18.41,8.0,62.14
3949,06/14/2014,15:00,51.43,61.9,231.6,14.47,9.81,74.82
3950,06/14/2014,16:00,56.86,52.01,208.9,14.25,5.82,76.01
3951,06/14/2014,17:00,57.79,50.56,234.0,18.63,10.28,34.45
3952,06/14/2014,18:00,57.56,51.9,225.8,19.95,13.11,34.23
3953,06/14/2014,19:00,57.46,51.37,226.6,18.41,11.74,27.95
3954,06/14/2014,20:00,55.25,52.07,227.2,19.73,11.91,6.77
3955,06/14/2014,21:00,52.1,55.75,224.6,23.67,12.33,1.39
3956,06/14/2014,22:00,48.04,63.25,209.3,10.08,6.69,0.0
3957,06/14/2014,23:00,48.93,55.05,199.7,11.4,7.42,0.0
3958,06/15/2014,00:00,47.68,54.25,201.5,12.71,8.48,0.0
3959,06/15/2014,01:00,44.04,67.25,344.0,3.29,0.87,0.0
3960,06/15/2014,02:00,40.47,75.32,110.0,4.6,3.33,0.0
